Page_ID,Session_ID,Page_URL,Page_Title,Pageviews,Average_Time_on_Page,Exit_Rate
10675,4334,http://www.rodriguez.net/app/posts/categorieslogin.php,Bar they worry.,14,25,24.71
10676,1909,http://kennedy.com/categoryterms.php,Far generation.,13,75,2.7
10677,4966,http://bender.info/list/tag/listlogin.html,Body man.,8,251,70.35
10678,4158,https://www.carter-floyd.com/tags/explore/wp-contentsearch.htm,Officer door list.,16,133,61.81
10679,2383,http://www.simpson-robbins.net/tags/tag/categoriespost.html,Crime.,4,13,54.73
10680,4129,https://www.zuniga.com/categoryindex.php,Shake TV always building.,18,193,51.64
10681,334,http://sanchez.com/listmain.jsp,Produce analysis official movement.,4,299,24.3
10682,905,http://brewer.com/blog/tag/tagprivacy.htm,Hair leave.,2,125,38.79
10683,1768,http://wood.com/tags/postssearch.htm,All share.,8,145,72.97
10684,2608,https://www.sharp.com/tags/categorysearch.html,Individual.,17,274,69.78
10685,53,https://hutchinson.com/categories/blogmain.php,It process.,18,292,83.68
10686,4783,http://morris-walker.org/exploreabout.php,Close although.,1,91,51.82
10687,2068,https://www.flores-saunders.info/wp-content/app/bloghome.jsp,Himself particularly.,6,198,95.07
10688,3441,https://www.brown.info/searchauthor.htm,West room discussion.,18,243,17.49
10689,1616,https://alvarado-welch.org/app/tags/listauthor.htm,Along cut anyone.,13,217,47.03
10690,3333,https://www.baxter.com/blog/wp-contentmain.htm,Tax become fast.,14,285,87.35
10691,1173,http://www.shaffer.com/tags/searchindex.jsp,Reality two cold.,5,201,65.73
10692,255,http://www.craig.net/categories/categories/categoryauthor.php,Money type.,20,90,2.31
10693,1704,https://www.meyer-miller.com/tagshomepage.html,Vote early stage.,14,98,26.11
10694,4418,http://www.martin.com/explore/blog/bloglogin.php,Information impact.,15,180,39.22
10695,514,http://www.williams.biz/category/tagsauthor.htm,Where meet.,1,150,73.63
10696,4206,https://www.miller.com/main/tagterms.html,He total be attorney.,11,173,98.74
10697,1686,https://smith-barrett.net/categorieslogin.htm,Camera reach paper.,4,49,23.56
10698,1783,https://www.king.net/blog/blogmain.jsp,Figure always.,7,220,17.77
10699,505,http://www.andrews-rojas.com/blog/categories/categoriessearch.html,When move member resource.,6,180,53.93
10700,3645,https://lee.biz/categories/appregister.html,Right difficult.,18,48,60.03
10701,101,http://nixon-forbes.com/app/tags/listprivacy.htm,Management maintain.,8,174,73.14
10702,1568,https://hampton.com/postsprivacy.html,Kitchen.,7,227,70.25
10703,3136,https://www.gardner.net/main/app/searchauthor.htm,Understand already admit.,18,79,29.33
10704,2296,http://www.murphy.net/tagterms.asp,Eight final.,4,94,73.51
10705,1589,http://www.miller.biz/explore/wp-content/categoryterms.php,Recognize benefit may.,18,227,37.33
10706,4033,https://hoover.com/search/wp-content/searchcategory.html,Put agreement somebody.,16,204,39.48
10707,3992,http://ford.com/listregister.html,Experience concern.,15,130,80.53
10708,3139,http://www.hernandez.com/categories/explore/wp-contentabout.htm,Lose couple song.,18,46,82.44
10709,4499,https://williams-christian.com/categories/searchregister.jsp,Mission.,13,73,0.46
10710,1417,http://horne-miller.com/blogprivacy.php,Tv improve movie.,18,127,72.54
10711,3161,https://www.jackson.com/search/category/tagshome.php,Wear economic.,11,227,98.18
10712,497,https://oconnor.com/main/apphomepage.jsp,Support finally.,5,248,51.18
10713,1864,http://gonzales.com/category/categoryindex.html,During way four write.,9,62,34.87
10714,3135,http://www.flores.com/main/categoryprivacy.htm,Think heart husband.,1,178,27.46
10715,1939,https://www.beltran.com/categories/exploresearch.jsp,Hope key billion.,4,270,57.51
10716,1272,https://adams-ponce.com/wp-content/tagscategory.html,Sit.,1,271,40.29
10717,216,http://green.com/list/search/apphome.htm,Action far opportunity.,17,176,1.52
10718,2221,http://www.mccullough.com/posts/explore/postsindex.jsp,Shake thing.,20,159,65.19
10719,3109,http://www.thornton.info/category/categories/listregister.php,Law position wonder officer.,2,34,67.33
10720,1731,http://becker.biz/listregister.jsp,Wide.,9,65,51.35
10721,2787,https://www.guerrero.biz/categories/search/tagsmain.jsp,Ask change eye.,18,64,78.15
10722,799,http://www.hines.com/categoryhomepage.htm,Plant accept.,17,118,30.23
10723,2721,http://brown.com/tags/category/mainlogin.html,Floor inside reveal.,1,193,36.82
10724,969,https://www.miller-johnson.com/posts/main/wp-contentauthor.asp,Customer enter safe.,11,183,54.06
10725,2152,http://ball.biz/wp-content/explorefaq.html,Now voice green.,14,72,82.6
10726,2314,http://www.ayers.org/categoryabout.php,Huge guess.,6,208,23.06
10727,740,http://davidson.org/postsfaq.htm,Line politics.,6,79,46.77
10728,1279,https://webb.com/search/searchlogin.htm,Almost sea.,11,137,22.18
10729,4035,http://mitchell-gonzalez.com/explore/tag/wp-contentpost.html,Call million peace.,4,18,80.84
10730,3772,http://osborne-cantrell.com/tag/categories/listfaq.php,Administration head.,9,52,68.2
10731,4430,http://www.anderson.biz/category/categoriesregister.php,Today television.,20,271,55.24
10732,4085,https://krueger.com/wp-content/taglogin.jsp,Into concern trade.,2,40,7.37
10733,1230,http://ferrell.com/tagsearch.php,Together inside happen indicate.,20,132,6.6
10734,4816,https://edwards.biz/searchlogin.php,Go involve.,2,60,19.46
10735,3982,https://www.mitchell-woods.com/explorelogin.htm,Resource specific physical many.,8,110,62.0
10736,3348,http://waters.com/bloglogin.asp,Deal friend.,18,158,41.02
10737,4685,http://hopkins.net/wp-content/tag/mainhomepage.html,Store through city.,7,211,92.66
10738,42,https://wood.com/categoryregister.htm,Feeling near put.,3,296,96.47
10739,1296,https://www.barnes.org/list/list/categorieshome.htm,Several.,10,112,81.57
10740,1592,http://www.morrow-martinez.biz/wp-contenthome.php,Music establish.,3,56,17.9
10741,2035,https://www.cole-martin.com/posts/tags/searchcategory.html,Senior account.,20,248,78.67
10742,1066,https://andrade-singh.org/posts/bloglogin.html,Floor sell.,7,239,82.87
10743,2859,http://www.torres.com/search/exploreregister.htm,Just themselves.,9,121,18.63
10744,734,https://banks-rios.org/app/wp-content/listcategory.htm,Involve wall.,16,183,61.47
10745,1115,https://morton-mitchell.org/tagpost.jsp,Within.,18,32,76.5
10746,3324,http://www.lawson.com/main/appcategory.htm,Popular science accept.,1,192,6.34
10747,2401,https://schwartz.com/explore/blog/searchhomepage.asp,Sure surface.,4,61,20.25
10748,293,https://www.long-smith.com/list/blog/tagterms.htm,Attack significant.,15,76,64.73
10749,709,http://www.walters.com/blog/tag/categoriesindex.php,Foreign spring help.,3,208,26.6
10750,907,https://munoz.com/categorieslogin.php,Several commercial.,1,42,73.74
10751,3171,https://malone.biz/wp-content/mainterms.htm,Politics rule.,19,76,96.45
10752,3071,https://powell-roberson.info/wp-content/category/searchterms.htm,Guess cost.,2,144,31.51
10753,174,https://www.meyer.org/posts/blogprivacy.html,Base memory keep.,2,27,97.0
10754,4536,https://stephens.info/blog/explore/tagsabout.php,Skill security.,4,96,25.93
10755,1006,https://hicks.com/mainauthor.html,Develop language.,14,219,48.17
10756,257,https://sullivan.net/blog/categorieshome.htm,Especially tell.,5,174,90.22
10757,3346,https://www.rangel.com/tag/categories/postsabout.php,Late white certain his.,14,218,7.08
10758,4963,https://www.harris-smith.com/category/tag/tagabout.html,Bad for.,11,296,35.19
10759,4857,http://www.freeman-phelps.net/tag/tag/blogcategory.html,Their role.,14,233,65.27
10760,2242,https://glover-cooper.com/categoryprivacy.html,Second partner.,3,239,19.32
10761,2588,http://www.hebert-grant.com/categoryhome.jsp,College person believe.,16,195,48.94
10762,2198,http://johnson.org/app/posts/tagprivacy.htm,Church even television.,10,182,65.79
10763,1298,https://kane.com/categories/searchregister.php,Less low section.,3,122,73.19
10764,4793,https://www.hart.com/blog/listsearch.htm,Child sort after.,16,262,37.45
10765,2667,https://jones.net/category/postscategory.htm,Fire phone network.,15,243,30.02
10766,2389,https://webb.com/bloghomepage.php,Deep myself.,1,59,87.91
10767,4292,http://www.garcia.com/explore/taghomepage.jsp,Kid cost perform study.,14,278,12.64
10768,2194,https://hobbs.com/tagsabout.jsp,Finally probably piece.,10,287,98.0
10769,1095,https://www.thomas-freeman.info/tagsprivacy.jsp,Visit window development.,11,60,53.83
10770,387,http://robinson.com/list/searchpost.html,Federal land try.,11,284,39.48
10771,1477,https://www.moore-sanders.info/tag/explore/mainindex.jsp,Father need.,14,279,16.34
10772,2768,https://may.com/tags/categoryabout.asp,Speak.,10,265,64.94
10773,865,http://www.sweeney.net/categories/taghomepage.htm,Owner word toward.,1,225,45.11
10774,3663,http://www.brown-lopez.net/tagsearch.asp,Will sport ready.,20,215,10.34
10775,4278,https://www.mcmillan-brown.com/search/search/postssearch.html,Tough model full.,19,56,45.0
10776,1774,http://faulkner.biz/tags/category/searchauthor.php,Series staff.,14,294,23.45
10777,1225,http://www.richards.info/search/categorycategory.html,Represent need.,5,75,22.54
10778,386,http://wood.com/wp-content/categoryfaq.php,Next pattern.,12,48,87.18
10779,377,https://garcia.com/searchprivacy.html,Size remain when.,1,201,52.39
10780,3712,http://hansen.net/search/wp-content/bloghomepage.html,Gas name any.,7,127,10.74
10781,3500,https://www.welch.info/blog/postsindex.htm,Involve prevent.,4,177,97.12
10782,3069,http://leonard.com/posts/wp-contentlogin.asp,Mention television.,11,109,80.28
10783,2607,https://rogers-williams.com/search/category/blogfaq.html,Big want ground.,14,165,13.57
10784,4874,http://massey-williams.com/app/exploresearch.php,Ever though care fill.,7,73,16.06
10785,2526,http://parks-harper.com/appterms.html,Total somebody sit way.,7,234,33.77
10786,3899,https://www.jones-smith.com/wp-content/listsearch.html,Police second.,5,223,20.94
10787,2697,http://www.hernandez-kidd.com/list/posts/appsearch.php,Spring technology.,12,34,15.25
10788,192,https://www.jones.com/listmain.html,Marriage animal across.,8,77,16.04
10789,4176,http://kramer.com/explore/list/appindex.php,Painting national three.,13,94,73.89
10790,1466,https://shaw.com/posts/app/searchindex.php,Edge nor.,20,20,86.6
10791,2957,https://www.logan-collins.com/listabout.htm,Hospital to.,18,233,48.32
10792,3998,https://www.anderson.com/category/app/tagslogin.htm,Ask site.,20,240,71.42
10793,139,https://www.mathews-young.biz/categories/main/categoryprivacy.htm,Sound experience should.,6,96,79.05
10794,3217,https://jones.net/wp-contenthomepage.php,Chance defense.,19,102,91.87
10795,2224,https://brown.biz/mainhomepage.html,Feeling military.,2,139,57.37
10796,2338,https://www.elliott.info/search/tagshome.htm,Require owner.,9,28,69.38
10797,3708,http://www.lawrence.com/app/category/tagsearch.html,Must charge half.,19,262,84.49
10798,1347,https://www.nicholson-webster.com/categoryprivacy.php,Itself dream west.,2,298,3.59
10799,3919,https://www.henderson.net/wp-content/tagmain.html,Center think.,15,25,21.93
10800,1522,http://brown.info/categoryterms.html,Sign store.,17,33,50.17
10801,2724,http://www.holden-stafford.com/blog/tagmain.jsp,Energy baby.,14,120,28.2
10802,1569,http://romero.com/mainauthor.htm,Including recent.,16,26,25.9
10803,1934,https://www.reid.com/list/mainterms.htm,Spring.,3,181,25.12
10804,697,http://brown.info/categories/search/searchregister.php,Glass degree.,14,66,42.24
10805,711,http://www.patterson.com/tag/blogregister.php,Agree agreement memory.,12,264,87.38
10806,3189,http://thomas.com/blog/tagcategory.html,Record positive type.,7,12,17.56
10807,4266,http://www.murphy.biz/tagregister.php,Thing over.,12,113,77.07
10808,3425,http://www.moody.com/listabout.php,Not meet.,20,229,40.58
10809,4230,https://williams-hernandez.com/wp-content/tagsfaq.htm,Right beat little.,9,243,22.55
10810,1084,https://www.simmons.com/search/wp-content/explorelogin.htm,Window bill election.,8,145,82.91
10811,3624,http://www.spencer.info/blog/tagabout.php,Rise before public.,6,177,41.59
10812,508,https://allison.org/tags/tagsearch.htm,Lose simply large.,1,85,13.5
10813,4840,http://neal.com/searchhome.asp,Option surface.,18,14,38.81
10814,3384,http://hoffman.info/tag/tagsauthor.jsp,Bad agree.,18,127,79.09
10815,1851,https://boyd.com/main/explorehome.php,Force left far.,2,211,65.39
10816,3796,http://rogers-gordon.com/search/searchauthor.asp,Church thousand term.,11,228,95.41
10817,1689,https://www.nguyen-ibarra.info/main/explore/mainhome.html,Meeting season ready.,20,239,23.29
10818,3355,https://brown-fuller.com/list/explore/searchmain.php,Throw line case.,2,24,10.5
10819,512,https://blevins-kim.com/tags/blogpost.html,Yard system.,20,275,63.1
10820,476,http://bradley.biz/app/tag/tagmain.htm,Southern better figure.,20,123,16.83
10821,411,http://www.martin.net/categoriesmain.jsp,Community message coach.,1,51,26.72
10822,3829,http://www.adams.com/mainauthor.asp,Tend teacher.,19,196,3.47
10823,4732,https://hernandez-donovan.org/explore/category/exploremain.html,Entire if dinner.,15,112,17.51
10824,2444,http://www.stephens-payne.com/app/exploresearch.html,Share race.,1,25,61.6
10825,3725,http://www.young.com/wp-contentfaq.html,Professor cover.,1,64,95.34
10826,3673,http://brown-daniel.com/explore/exploreregister.php,There successful.,13,39,52.25
10827,1585,http://griffin-perez.com/mainterms.htm,Even live yes.,1,230,53.64
10828,2435,http://johnson.com/search/search/mainmain.asp,Stuff become.,18,250,22.59
10829,492,https://johnson.com/main/tagabout.php,Professor likely.,13,298,80.22
10830,1508,http://cooper-santos.biz/tags/explorecategory.htm,Thus time.,1,188,85.59
10831,1311,http://ramsey-dougherty.com/tagspost.html,Career modern network pull.,3,237,85.68
10832,4090,http://thomas.org/searchpost.php,Better magazine there nation.,9,47,3.57
10833,1704,http://calderon.org/app/categories/wp-contentcategory.asp,Control matter only.,15,289,78.06
10834,4024,http://www.parrish-kennedy.net/categoriesterms.htm,Sing government sort.,20,254,96.89
10835,4590,https://jones.biz/searchsearch.htm,Serious management.,11,154,4.06
10836,608,http://king-moyer.com/searchfaq.php,Citizen way well.,20,295,21.04
10837,1408,http://morris.info/explore/exploreprivacy.htm,Serve personal factor.,20,267,51.62
10838,2179,http://www.jones-little.biz/wp-contentindex.htm,Capital professor score.,18,206,22.42
10839,4547,https://www.king.biz/searchlogin.jsp,Maybe reveal.,5,81,91.71
10840,4074,https://www.flynn-gilmore.biz/tags/postsauthor.php,Magazine though.,16,84,52.38
10841,81,http://www.davis.com/wp-content/appcategory.htm,Dark them.,17,148,82.41
10842,154,http://morris.biz/categories/app/wp-contentmain.html,White office more.,5,207,9.68
10843,1213,http://soto.com/listcategory.php,Small move trip.,1,13,73.87
10844,4754,http://www.martinez-keith.com/wp-content/list/postsprivacy.html,Concern responsibility add.,13,276,39.69
10845,2044,https://morris-wagner.biz/tag/tagsearch.html,Religious student.,16,177,70.76
10846,4608,https://www.adams.net/categorycategory.html,Before under concern expert.,9,275,58.77
10847,3192,https://clark-bonilla.com/category/listsearch.jsp,Style soldier since.,5,208,73.67
10848,2403,http://gomez.com/blogpost.html,Plan skill.,20,170,14.05
10849,1813,http://www.george.org/wp-contentsearch.html,Century likely state.,18,31,25.75
10850,3842,https://lynch.com/categories/main/postsprivacy.htm,Finally leg.,4,231,77.86
10851,4907,http://www.peters.com/searchabout.php,Movie lose.,7,193,73.33
10852,1428,http://hicks.com/tag/postspost.htm,Must use ever ok.,3,186,24.92
10853,3062,https://www.jones.com/category/tagabout.htm,Through dinner clear.,4,49,20.51
10854,1736,http://garcia-graves.com/category/tag/mainlogin.html,Finally.,8,193,83.31
10855,2835,http://www.hunter.com/app/listhomepage.html,Attack beyond increase.,8,238,57.95
10856,1573,https://martinez.com/tag/category/appabout.html,Join.,12,91,60.35
10857,4609,http://dean.com/searchauthor.asp,Fine claim light low.,12,151,67.62
10858,4707,https://turner.biz/main/categories/appcategory.html,Question room.,18,91,18.47
10859,1983,https://flores.com/posts/tagscategory.php,Of create really theory.,11,190,57.93
10860,4998,https://www.suarez-lee.com/exploreregister.php,School accept article.,12,118,14.35
10861,782,http://www.hurst.org/posts/postsauthor.php,Well himself.,10,107,37.58
10862,1543,https://glover.biz/tagabout.html,Raise stand their very.,11,175,97.46
10863,683,https://www.patterson.com/categories/tagsregister.htm,Rich both animal.,10,75,21.3
10864,3959,https://moore.com/app/main/explorefaq.asp,Know beautiful.,1,152,95.82
10865,3322,https://www.lloyd.com/searchhome.htm,Stand purpose girl.,14,143,0.83
10866,1081,http://bryant.com/wp-content/exploremain.jsp,Safe collection.,7,267,46.5
10867,4785,https://www.green.com/blogprivacy.asp,Life front.,2,155,90.67
10868,387,http://www.parks.org/tagsearch.html,Teacher catch forget.,9,159,51.73
10869,2555,http://brooks-cole.com/list/categoriesindex.php,Television area.,13,44,75.84
10870,3919,https://www.wilkerson-bailey.org/main/wp-contentlogin.html,Whatever.,12,147,32.13
10871,3485,http://garcia-stout.info/tagmain.html,Whose attention.,14,26,3.27
10872,2559,http://johnson.com/app/categories/listterms.htm,Fight focus anything.,3,226,1.55
10873,1528,https://www.thomas.com/main/search/tagabout.jsp,Financial effort.,2,166,85.42
10874,3765,https://www.maxwell.com/app/categoriespost.html,Level TV group.,13,62,19.69
10875,2928,https://hill.com/list/blog/listpost.htm,Culture include nature.,8,92,68.6
10876,4163,https://www.carter.com/list/appregister.html,Any which often.,14,229,24.77
10877,4332,http://www.butler.com/tagpost.asp,Receive development speech.,12,201,45.69
10878,186,https://davis-abbott.net/main/categories/appabout.php,Always action Mrs.,12,21,30.73
10879,970,https://stanley.com/app/categoriesregister.html,Fish hand.,4,76,65.77
10880,437,https://www.galvan.info/category/wp-content/mainabout.jsp,Right anyone reach.,5,106,90.58
10881,2599,https://www.baker-lawson.info/searchabout.html,Writer hundred run.,19,191,40.49
10882,3217,http://www.gill.com/app/list/categoriesauthor.htm,Professional other history.,19,248,11.61
10883,2978,http://www.cantrell.com/categories/search/wp-contentpost.htm,Nor hair.,15,99,44.13
10884,4852,https://www.payne.com/tagauthor.html,Sometimes next.,18,179,51.91
10885,2250,https://www.evans.com/blog/categories/searchterms.html,Without reflect worker.,20,287,72.74
10886,690,https://davis.info/categorymain.html,Rate.,16,145,17.4
10887,2526,https://goodwin-atkinson.com/listregister.htm,On keep audience.,16,45,57.82
10888,1712,https://russell.biz/categorieslogin.html,Risk thought.,11,149,31.68
10889,1632,https://www.boone.com/categories/tagterms.html,Trouble design.,16,116,32.85
10890,1798,http://davidson-evans.com/posts/blogabout.html,Military rise.,7,201,36.49
10891,727,http://www.rodgers-conway.com/app/category/tagspost.htm,Mind you leader.,20,126,20.46
10892,2876,http://www.davis.com/app/categories/categoryregister.php,Cut seem.,13,84,96.94
10893,208,http://www.gonzalez-turner.com/app/categories/applogin.htm,Inside not.,9,177,47.86
10894,2822,https://bright.com/explore/categoryhome.html,Could agent half.,9,35,44.97
10895,4929,http://nguyen-giles.com/category/tag/wp-contentlogin.asp,Whose three husband.,17,141,63.63
10896,3789,https://andersen-brown.com/explore/blog/exploresearch.htm,Radio really although shoulder.,9,37,98.56
10897,1864,https://www.saunders-edwards.com/explore/postsfaq.jsp,Visit add stuff ago.,5,216,94.04
10898,2462,https://www.cowan.com/search/tags/blogprivacy.htm,Hot himself.,5,85,50.94
10899,3746,https://www.campbell.com/main/categoriessearch.asp,Tough apply.,1,167,15.16
10900,1952,http://www.williams.com/categoriespost.htm,Position alone task.,13,30,7.66
10901,1461,http://stevenson-stewart.info/postshome.php,Drug every generation.,18,268,83.25
10902,3929,http://www.reeves.info/app/main/appindex.jsp,Born also.,8,105,45.66
10903,4592,https://williams-russo.com/postsabout.php,Personal PM drive.,1,247,40.82
10904,2823,http://jennings-huffman.com/list/search/explorepost.jsp,About usually be.,3,199,62.97
10905,770,https://white.com/listlogin.htm,American worry court.,5,44,20.49
10906,1740,https://www.hansen-mccoy.com/blog/appprivacy.jsp,No draw them.,16,57,51.83
10907,2478,https://www.fuller.biz/mainabout.html,Our small.,13,39,55.88
10908,4263,https://www.lee.com/tag/posts/explorelogin.php,Eat language ball.,4,300,60.19
10909,3816,http://moyer-jenkins.com/categoryterms.php,Mrs task imagine.,20,22,30.13
10910,3508,https://www.wallace-dean.com/tags/tagscategory.html,Drive ability they.,7,102,2.79
10911,4184,http://www.willis.com/main/bloghome.php,Seat term.,1,122,35.47
10912,594,https://morris.com/category/categoryterms.html,Ready wide.,10,179,49.16
10913,1715,http://williams.info/exploreabout.html,Page our.,15,285,5.95
10914,100,http://www.silva.com/tag/explore/apphomepage.jsp,Affect research.,5,193,32.88
10915,629,http://paul.info/explore/posts/wp-contentpost.php,War bit.,14,13,33.42
10916,507,http://barnes.com/explore/categoriescategory.htm,Major national hotel.,16,166,80.78
10917,4573,https://www.oliver.com/explorelogin.htm,Beat couple last significant.,20,168,98.9
10918,4483,https://berry.com/tags/wp-content/bloghome.htm,Show audience job.,8,60,73.47
10919,874,http://terry-jones.com/app/listprivacy.php,Human back.,10,69,18.45
10920,3596,http://www.bryant.com/tags/wp-contentauthor.html,Character gas soldier.,11,62,33.51
10921,155,https://www.lucas.biz/postsfaq.html,Issue simply.,4,214,46.52
10922,3394,http://khan.com/categories/categorieshomepage.php,Per show.,10,180,4.03
10923,4253,http://lowe.biz/main/app/blogfaq.htm,Quite college stay.,5,139,81.91
10924,981,http://www.miller.com/tag/postsmain.html,Realize us.,16,261,37.78
10925,4238,http://hampton-perkins.com/app/search/categorieshomepage.php,Computer.,2,148,83.34
10926,3977,https://fitzgerald-brennan.net/categories/categoriessearch.html,Spend nice.,2,41,64.1
10927,2794,http://sutton.com/list/search/wp-contenthomepage.html,Least necessary report.,4,213,83.73
10928,4401,https://ramirez.info/mainpost.php,Father toward director.,20,180,52.68
10929,4933,https://cole-baker.net/mainabout.html,Together forward.,13,39,19.5
10930,4444,http://cardenas.com/explore/category/categorieshomepage.php,Central table.,16,140,95.72
10931,1279,https://www.scott.com/blogsearch.jsp,Society nor while.,7,127,11.65
10932,2157,http://www.smith.com/blog/categoryabout.htm,Especially image walk actually.,9,34,0.24
10933,955,https://johnson.com/tag/blogsearch.asp,Development run light.,8,204,67.3
10934,1184,https://www.schultz.org/blogcategory.htm,Tough law indeed.,6,168,82.12
10935,1214,https://lang.com/main/searchmain.html,Amount loss become.,11,115,24.53
10936,2356,https://kane.com/list/tag/tagsfaq.html,Maybe.,13,67,78.6
10937,4361,http://brooks.info/explore/tags/postsprivacy.php,If.,18,186,80.22
10938,4218,http://www.johnson.org/tagterms.php,Special far nation or.,3,265,97.38
10939,3404,http://evans-smith.com/tags/exploresearch.html,View seat style.,14,106,22.28
10940,3910,https://www.freeman.com/bloghome.htm,Method left ball.,4,276,18.97
10941,2372,http://www.moore.org/mainterms.htm,Reach mission.,17,43,66.59
10942,1567,https://lowe.com/searchhomepage.html,Be energy.,3,141,7.11
10943,723,https://baldwin.info/searchabout.asp,But he.,16,296,71.25
10944,3011,http://miller.com/blogmain.jsp,Wait personal across.,1,32,6.12
10945,390,http://harrison.info/list/tagpost.html,Central yeah run.,6,234,22.24
10946,3236,https://mclaughlin.com/explore/exploreauthor.html,Involve serious.,17,28,54.94
10947,3215,https://www.keith.com/categorypost.jsp,Tend technology.,2,203,95.79
10948,2514,http://nichols.com/wp-contentregister.asp,Assume wonder safe without.,2,159,15.24
10949,3361,https://www.lang.biz/maincategory.html,Return relate.,9,183,25.68
10950,973,http://scott-sparks.info/categoriesauthor.asp,Sing study.,3,181,13.91
10951,428,http://www.davenport.com/postscategory.htm,Professional ok young.,8,218,10.81
10952,4087,https://www.stevens-rodriguez.biz/listterms.php,I college idea.,10,179,8.87
10953,1686,http://green.com/explore/posts/exploresearch.html,Skin process may.,14,254,80.28
10954,2935,https://sullivan-wilson.org/main/searchlogin.html,Appear with nation.,2,286,40.88
10955,3489,https://www.hartman.info/searchhome.php,Spend recent.,11,203,25.89
10956,1709,https://www.williams.com/postssearch.html,What someone ready.,6,132,30.62
10957,355,http://www.chase-greer.com/categories/postslogin.php,Series week fill.,16,76,7.39
10958,566,https://hart-smith.com/list/main/categoriesmain.html,Would right.,4,67,20.15
10959,925,http://www.wang-hicks.com/blog/app/searchhome.html,Score my.,20,125,19.29
10960,4073,https://rivas.com/app/main/tagsauthor.html,Include talk.,7,166,33.1
10961,3857,http://gregory.com/blog/blog/wp-contentfaq.htm,Bed time.,19,186,26.52
10962,2937,https://www.roberts.com/category/wp-contentregister.htm,Interest race.,1,97,62.7
10963,3718,http://www.shields.info/listcategory.html,Home toward.,5,53,66.42
10964,577,https://www.rojas.net/tagmain.html,Avoid region father.,16,239,48.27
10965,3107,https://hernandez-roberts.com/searchregister.php,Someone truth memory.,20,235,13.19
10966,2969,https://armstrong.com/tag/blog/tagregister.htm,Order deep.,5,79,93.51
10967,4022,http://sellers.com/app/listlogin.html,Beyond possible.,11,129,2.0
10968,4868,https://harris.info/app/wp-contentsearch.html,Serious work.,4,52,68.14
10969,4111,http://bailey.com/blog/app/searchsearch.htm,Or.,13,85,25.91
10970,1822,https://www.carroll.com/main/blog/postsmain.php,Method will.,15,79,10.83
10971,3289,https://www.stephens.net/postsindex.htm,Anyone interest.,3,297,0.31
10972,2997,http://kemp.org/blog/blog/tagregister.html,Then its.,8,29,17.75
10973,2236,https://www.joseph.com/listauthor.html,Vote yet morning.,10,259,71.79
10974,1228,http://www.white.com/categories/tagsterms.html,Toward also.,6,266,3.67
10975,1509,https://www.moore.com/wp-contentpost.php,Foot morning.,16,292,42.84
10976,3576,http://www.hicks-anderson.com/wp-contentfaq.php,Score technology cold.,6,33,43.21
10977,106,http://www.parrish-michael.com/blog/listprivacy.php,Perform throughout.,17,114,7.31
10978,4504,http://www.harper-martinez.com/wp-contentsearch.php,Billion general indicate.,14,42,98.23
10979,2349,http://walker.com/tags/blog/explorelogin.html,Woman much.,11,106,63.67
10980,1636,http://hutchinson-gonzalez.com/search/wp-contentterms.html,Government call.,7,74,96.1
10981,2074,http://martin.biz/explore/postsmain.php,Professor.,19,125,96.19
10982,4484,https://rivas.com/main/taglogin.htm,Candidate agree.,7,238,51.55
10983,284,https://www.bailey-walsh.com/search/searchabout.html,Mouth improve establish.,7,137,73.01
10984,101,http://johnson.biz/tag/wp-content/mainpost.php,Rest total dinner.,6,261,68.1
10985,4054,https://dyer-coleman.com/list/apphome.php,Sort soldier fall.,7,288,99.65
10986,3859,http://www.rosario-mitchell.com/search/categories/categoryterms.php,Pretty.,16,185,61.13
10987,37,http://www.stanley.net/explore/apphome.php,Shake probably democratic.,16,182,10.2
10988,3236,https://www.myers-clayton.org/tags/listregister.php,Once nature.,16,89,87.68
10989,1252,http://www.mccarthy.net/search/wp-contentpost.asp,Weight challenge.,8,166,37.24
10990,4576,http://mcneil.com/categoriespost.asp,Trouble south.,7,53,10.91
10991,2831,http://martin.com/wp-content/wp-content/categoriescategory.htm,Piece relationship.,20,142,39.48
10992,2663,https://www.mcclure.biz/categorieshome.htm,Consumer action election.,10,247,35.18
10993,4792,http://www.smith.com/poststerms.htm,Law work.,9,36,50.9
10994,2648,http://garza.net/tags/tag/appterms.htm,Worry nation.,16,214,8.44
10995,3347,https://young.com/categoryprivacy.jsp,Anyone.,3,248,16.2
10996,1884,https://www.caldwell.net/app/blog/explorecategory.htm,Usually him.,5,247,52.96
10997,3583,https://griffith-cardenas.net/postscategory.php,Dream service.,8,289,74.83
10998,3624,http://nielsen.info/search/categorieshome.asp,Size tell general.,11,260,96.62
10999,1847,http://www.mclaughlin-myers.biz/categoryhome.php,Start party it.,20,137,53.85
11000,1227,https://vazquez.com/searchcategory.jsp,Response character.,3,256,20.56
11001,4196,https://lawson.org/search/appabout.htm,Between exactly.,4,214,42.73
11002,341,https://allen-booker.org/tag/wp-content/categorieslogin.html,Into would season.,6,35,23.85
11003,2263,https://www.barber.com/postslogin.asp,Ahead act.,17,36,15.58
11004,1149,http://lee.com/postshomepage.php,Group hospital.,16,40,56.6
11005,1121,https://adams-case.com/posts/tagsterms.asp,Standard charge.,1,82,43.21
11006,4163,http://www.fisher.com/tag/list/wp-contenthome.html,See truth.,14,38,52.11
